Track,Artist,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Shazam Counts,Explicit Track
Jordan,Ryan Castro,"535,847,791","57,454","22,561,916","2,054,500","440,899,222","5,134,093,462","126,173,423","1,079,602",0
Take You Dancing,Jason Derulo,"716,319,941","98,905","32,882,211","522,107","149,900,995","1,506,051,452","176,273,148",,0
BUBALU,Feid,"152,487,756","26,763","34,486,818","22,360","672,615","7,708,938","140,740,472","783,303",0
Be Alright,Dean Lewis,"1,749,353,402","182,732","81,424,354","191,718","48,497,239","379,547,638","2,742","12,744,176",1
Jalebi Baby,Tesher,"164,137,928","47,324","4,827,888","3,568,275","609,856,643","8,443,743,856","8,067,537","6,489,242",0
Endless Summer,Alan Walker,"28,340,672","7,147","9,900,066","2,207,992","16,323,044","395,590,915","13,897,403","150,561",1
Belly Dancer,Imanbek,"547,114,702","110,008","103,107,258","81,866","45,025,550","367,187,204","675,951,120","3,826,486",0
Who Told You (feat. Drake),J Hus,"142,574,143","72,496","16,207,605","80,897","28,314,723","264,112,132","511,758","845,300",1
NIGHT DANCER,imase,"239,149,370","46,984","6,134,615","1,132,387","226,568,824","2,285,171,989","80,772,548","1,864,998",0
DON'T YOU WORRY,Black Eyed Peas,"302,939,117","48,916","26,723,190","86,202","6,704,531","74,013,480","5,024,734,774","4,456,945",0
MIDDLE OF THE NIGHT,Elley Duhï¿,"1,104,008,150","173,612","51,608,714","612,500","304,312,367","2,922,804,533","42,354,537","10,511,473",0
Volando (Remix),Mora,"701,919,939","105,247","22,304,375","26,200","9,024,221","74,137,126","45,891,350","1,404,755",1
Moth To A Flame (with The Weeknd),Swedish House Mafia,"861,100,951","153,435","41,139,591","35,151","18,345,722","184,453,448","2,623,975","5,566,537",0
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Ana Castela,"210,195,998","10,723","12,965,116","33,900","3,996,634","55,226,429","1,201,657,034","137,611",0
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,"871,780,891","56,085","22,005,461","137,939","12,865,488","121,241,311","206,887,325","1,867,651",0
Diamonds,Rihanna,"1,419,912,461","180,128","62,951,327","12,421","899,775","6,890,158","404,667,689","11,373,333",0
Fuera del mercado,Danny Ocean,"535,013,440","57,772","25,048,190","2,681,307","387,587,032","4,479,627,831","339,251,328","1,371,874",1
El Cielo,Sky Rompiendo,"354,097,795","53,606","50,446,311","26,367","10,289,035","107,126,101","9,653,765","542,456",1
ALL MY FELLAS,Frizk,"56,978,899","19,534","2,505,224","1,095,900","77,314,395","641,905,367","86,472,968","460,827",1
Me Fui de Vacaciones,Bad Bunny,"366,872,354","61,014","15,444,758","2,232,600","180,281,548","1,794,129,686","20,198,310","768,036",0
Talk (feat. Disclosure),Khalid,"968,194,426","121,168","29,487,473","622,138","22,886,397","175,481,915","364,423,555","5,865,620",0
Reloj,Rauw Alejandro,"579,749,218","90,725","22,415,388","1,567,493","149,903,879","1,294,351,127","154,245,751","1,542,421",1
Youï¿½ï¿½ï¿½re Mines Still (feat.,Yung Bleu,"233,139,871","77,694","13,955,396","98,082","15,980,144","111,422,826","42,967,196","523,078",1
Sorry 4 The Wait,Lil Wayne,"24,285,898","8,422","1,181,602",917,"97,854","1,029,336","2,034","211,234",1
DILUVIO,Rauw Alejandro,"310,562,790","33,458","54,918,981","148,600","42,427,834","372,688,472","784,575,181","841,414",1
ZEZE (feat. Travis Scott & Offset),Kodak Black,"1,070,685,587","203,323","32,147,932","1,386,205","55,794,187","463,776,007","84,796,677","4,235,259",1
Peaches,Jack Black,"144,252,786","35,929","3,276,465","822,942","255,693,787","3,002,241,315","17,180,346","292,159",0
Take My Breath - Single Version,The Weeknd,"465,348,362","89,586","17,062,402","42,395","17,828,688","224,955,330","2,420,528,253",,0
KU LO SA - A COLORS SHOW,Oxlade,"331,419,634","92,569","17,049,738","582,831","42,516,541","534,189,550","51,539,371","4,816,359",0
Toca o Trompete,Felipe Amorim,"166,784,328","15,122","14,569,377","482,200","79,195,177","1,222,155,154","385,123,282","173,558",1
Nobody Gets Me,SZA,"561,645,790","58,561","39,587,642","61,070","32,412,474","220,878,489","325,461,284","1,208,187",1
Glock In My Lap,21 Savage,"614,603,953","164,722","24,902,576","45,186","22,453,063","162,296,330","40,458,162","2,194,666",1
CORAZï¿½ï¿½N VA,Maria Becerra,"251,442,618","19,913","23,463,750","249,263","61,634,866","541,965,678","650,020,478","209,753",0
PUNTO G,Quevedo,"600,073,400","73,593","22,371,448","181,760","42,088,473","450,971,538","1,034,742","529,802",0
"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,"102,668,822","8,999","4,335,630","4,369,880","26,463,521","557,936,748","236,773,715","104,058",0
Ditto,NewJeans,"614,497,357","47,586","17,245,496","396,808","179,997,019","1,587,051,148","226,112,613","714,871",0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,"912,709,169","94,302","33,979,642","75,146","30,651,870","303,742,856","265,630,925","1,218,835",1
BABY HELLO,Rauw Alejandro,"268,383,799","47,936","46,787,442","23,400","9,362,518","103,169,265","21,328,855","933,823",1
2/Catorce,Rauw Alejandro,"534,981,600","92,466","17,067,105","833,539","233,010,597","2,285,726,710","149,174,449","1,847,960",1
Ride,Twenty One Pilots,"1,724,766,252","240,346","62,583,866","473,867","64,556,528","515,516,585","186,902,563",,0
Dusk Till Dawn (feat. Sia),ZAYN,"7,660,758","2,412","584,352","1,352,318","224,835,071","2,577,621,675","1,411,686,500",,0
Rush,Troye Sivan,"299,291,405","45,754","35,127,971","37,300","31,430,262","341,762,321","635,932,163","1,347,624",1
Physical,Dua Lipa,"967,029,446","108,666","29,267,130","159,047","39,077,139","430,832,681","412,519,641","5,988,911",0
Pumped Up Kicks,Foster The People,"1,791,778,314","344,490","131,726,745","786,192","342,804,034","2,757,623,631","19,949,320","16,415,660",0
Yes Indeed,Lil Baby,"1,110,994,645","186,456","41,273,853","38,775","25,188,899","194,904,663","38,496,063","3,561,319",1
Open Arms (feat. Travis Scott),SZA,"418,181,065","67,858","17,377,077","79,800","21,397,764","155,757,311","3,034,510","1,272,704",0
edamame (feat. Rich Brian),bbno$,"460,770,585","137,449","12,880,333","697,200","509,554,628","5,783,885,492","165,344,404","5,556,466",1
Turn Down for What,DJ Snake,"547,207,250","103,666","30,719,577","962,796","124,466,320","1,943,093,911","194,386,199","14,799,660",0
Smokin Out The Window,Bruno Mars,"463,977,298","100,305","15,798,103",946,"4,609,516","26,701,713","3,233,086,776","1,849,092",0
From The D To The A (feat. Lil Yachty),Tee Grizzley,"364,325,529","83,638","10,924,243","42,311","2,417,700","16,341,869","3,111,436","891,593",1
Me Rehï¿½ï,Danny Ocean,"1,778,934,858","37,040","21,117,726","261,323","17,109,874","158,762,431","484,024,351","6,246,243",0
Nonsense,Sabrina Carpenter,"817,286,460","55,620","61,610,668","179,864","36,883,907","357,890,160","201,230,072","1,180,048",0
Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,"392,745,531","141,221","21,996,686","44,979","17,567,842","137,477,748","54,251,921","1,432,080",1
Lose You To Love Me,Selena Gomez,"1,222,228,366","109,325","48,327,775","210,846","55,268,559","519,924,812","832,957,854","3,669,533",0
Worth It,YK Osiris,"340,112,388","66,487","6,617,103","576,099","18,279,931","132,694,197","41,301,726","1,660,493",0
Fight The Feeling,Rod Wave,"86,327,319","18,112","2,247,123","179,400","15,991,452","137,960,911","377,095,739","567,245",1
Robbery,Juice WRLD,"1,306,374,052","213,493","32,159,591","287,303","40,611,392","281,781,468","46,631,449","1,815,403",1
Green Green Grass,George Ezra,"300,430,813","50,552","12,812,123","1,664,351","248,347,598","3,375,488,113","2,854,520,083","2,071,865",0
Fiel,Los Legendarios,"642,558,596","106,151","40,485,324","1,884,605","309,769,907","2,853,555,921","56,447,780","2,242,149",0
Neverita,Bad Bunny,"831,868,563","93,211","21,780,286","115,200","87,502,749","985,066,343","21,690,461","1,247,731",0
Infinity,Jaymes Young,"1,059,940,209","169,454","48,961,048","5,441,674","1,889,279,204","22,241,102,823","464,030,450","8,764,483",0
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd,"812,954,133","137,681","53,947,304","564,129","71,837,599","797,041,217","504,465,645","6,377,668",1
adore u,Fred again..,"129,427,492","44,672","48,826,452","29,740","8,528,307","135,983,684","82,845,102","663,446",0
Numb Little Bug,Em Beihold,"360,584,207","68,868","18,801,509","177,123","69,378,146","667,895,022","8,474,222","2,132,903",0
Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,"822,696,809","141,261","26,970,098","806,169","35,719,393","404,031,807","532,691,572","6,782,620",0
Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,"222,879,686","26,854","23,489,333","80,100","22,478,680","315,723,211","23,002,967","130,095",1
Suicidal,YNW Melly,"572,441,305","113,061","13,801,176","4,475,534","218,106,950","1,659,032,393","7,772,461","2,287,665",1
"Photo (From ""Luka Chuppi"")",Karan Sehmbi,"72,849,488","9,804","2,252,266","11,600,000","10,188,221","246,534,268","93,651,376","215,757",0
Sky,Playboi Carti,"710,319,373","209,136","30,701,216","154,135","62,458,934","363,975,031","280,367,116","1,537,393",1
Payphone,Maroon 5,"1,828,026,153","249,663","71,678,167","93,015","49,072,987","397,860,038","1,568,063,711","11,327,684",1
I Like Me Better,Lauv,"1,784,308,411","157,818","34,910,721","573,681","117,065,490","886,160,801","145,737,544","7,684,583",0
RUNAWAY,OneRepublic,"127,466,467","16,650","19,684,494","2,331","518,049","9,346,042","179,672,192","1,350,255",0
On My Love,Zara Larsson,"128,024,416","20,826","60,798,732","3,966","507,857","8,090,936","1,176,532,287","934,544",0
Mujeriego,Ryan Castro,"285,723,562","63,343","16,024,245","1,645,802","630,242,190","6,484,877,304","43,034,965","3,132,192",0
Miss The Rage (feat. Playboi Carti),Trippie Redd,"535,695,469","188,778","26,774,987","155,446","113,564,973","1,011,224,005","112,767,017","1,525,672",1
Legends,Juice WRLD,"681,282,854","118,639","18,809,173","36,108","21,004,398","157,362,351","1,460,530","1,025,107",1
Black Beatles,Rae Sremmurd,"972,005,229","186,174","27,470,180","80,426","32,338,631","184,153,973","189,211,405","12,673,047",1
King Size,Roddy Ricch,"3,248,779","3,105","291,653",113,"7,218","297,262","440,677,355",,1
Girls Want Girls (with Lil Baby),Drake,"459,480,135","137,691","22,202,207","97,707","54,238,635","550,340,528","27,126,576","1,506,723",1
SLOW DANCING IN THE DARK,Joji,"1,291,244,134","241,882","48,328,259","976,742","252,216,973","1,853,292,133","140,688,974","1,785,813",1
BIPOLAR,Peso Pluma,"222,295,526","18,049","13,695,569","26,622","6,784","83,048","164,839,813","872,796",1
Besos Moja2,Wisin & Yandel,"416,361,102","48,450","23,910,344","460,773","158,067,701","1,931,498,021","6,946,855","739,386",0
Wake Up in the Sky,Gucci Mane,"996,942,947","188,378","27,325,666","517,615","50,143,641","424,030,507","52,825,959","6,648,622",1
Chanel,Becky G,"287,853,890","21,244","8,675,975","98,312","44,289,816","550,080,768","411,799,517","546,765",0
Otro Trago,Sech,"693,061,510","73,605","21,529,712","263,379","6,844,512","81,046,643","278,722,746","3,179,632",1
Back In Blood (feat. Lil Durk),Pooh Shiesty,"378,239,461","126,894","19,992,900","95,993","30,522,237","230,352,883","232,331,604","1,280,704",1
Jugaste y Sufrï¿,Eslabon Armado,"492,509,763","83,013","10,228,918","144,000","92,852,948","624,633,508","3,613,322","2,849,462",0
Religiously,Bailey Zimmerman,"225,556,005","25,164","10,017,767","73,524","5,688,685","56,949,752","243,552,012","594,487",0
What Happened To Virgil (feat. Gunna),Lil Durk,"144,889,291","63,045","7,698,742","96,486","68,284,710","515,213,856","65,793,712","1,047,166",1
Hello,Adele,"1,550,553,401","140,637","42,531,792","209,908","68,479,244","707,793,848","1,006,781","11,659,524",0
HAY LUPITA,Lomiiel,"22,692,011","1,996","19,217,759","6,538","9,803,472","84,927,420","5,782,251","516,845",0
Gatita,Bellakath,"218,661,601","25,714","8,048,259","1,961,387","191,009,331","2,353,588,008","324,051","873,692",0
Love You Anyway,Luke Combs,"164,507,374","29,896","7,920,265","127,315","21,357,285","220,946,119","389,278,042","624,045",0
MOJABI GHOST,Tainy,"368,429,447","46,625","20,677,828","3,207","955,307","6,911,099","638,649,904","715,485",1
N95,Kendrick Lamar,"426,936,498","118,020","24,734,503","34,724","16,024,927","186,922,543","1,303,000,868","1,452,569",1
Earned It (Fifty Shades Of Grey),The Weeknd,"1,667,089,416","97,707","24,754,802","331,766","121,101,434","1,048,617,583","203,635,578",,1
Gucci Gang,Lil Pump,"648,757,330","66,961","13,429,975","1,404,568","27,119,678","243,585,831","200,186,337","2,724,063",1
Jaded,Miley Cyrus,"173,349,210","22,117","9,481,406","12,719","7,349,390","120,314,198","24,140,873",,1
L$d,Luclover,"34,621,941","15,846","2,877,860","5,003,856","589,943,665","5,720,070,197","86,746,342","539,017",1
Wolves,Selena Gomez,"1,358,424,406","123,735","33,188,573","961,584","29,990,673","253,791,542","360,395,375","7,290,982",0
Scars To Your Beautiful,Alessia Cara,"1,422,563,654","129,568","38,951,634","4,732,710","104,484,107","736,544,909","461,321,746","113,684",0
Surface Pressure,Jessica Darrow,"318,018,082","41,062","14,552,186","103,897","128,850,291","1,100,134,488","67,010,140","466,130",0
Praise God,Kanye West,"451,323,154","143,071","22,968,843","1,232,812","540,795,852","4,707,280,248","144,247,309","3,075,257",0
El Azul,Junior H,"684,103,586","42,304","22,784,674","433,800","68,202,730","622,470,844","445,229,053","764,296",0
EARFQUAKE,"Tyler, The Creator","962,546,385","198,786","34,308,753","55,093","46,126,757","247,993,418","14,944,702","1,242,490",1
Ya Supï¿½ï¿½rame (En V,Grupo Firme,"347,218,974","34,933","16,279,085","163,723","31,953,097","394,751,759","59,180,203","1,337,426",0
if u think i'm pretty,Artemas,"219,995,278","26,538","17,112,526","277,500","83,793,501","561,266,399","17,454,770","757,462",1
My Oh My (feat. DaBaby),Camila Cabello,"703,865,912","78,873","23,552,368","1,434,048","288,727,576","2,298,790,080","262,934,830","3,703,911",0
Forever After All,Luke Combs,"472,886,929","66,543","14,596,512","412,458","53,390,196","454,676,514","523,499,656","1,332,172",0
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,"578,061,816","190,490","26,875,379","180,506","25,346,506","259,813,719","4,811,371","2,481,910",1
Numb,Marshmello,"401,066,217","70,661","51,920,160",420,"8,253","172,191","2,605,082,758","2,292,241",0
Area Codes,Kaliii,"228,240,866","33,819","27,729,274","431,192","122,679,145","1,249,845,764","501,704,711","1,338,659",1
Medallo,Blessd,"452,087,681","66,494","24,042,564","244,300","59,474,554","754,567,803","367,804,074","1,414,880",1
Riptide,Vance Joy,"2,541,833,602","369,150","165,607,442","856,131","383,809,767","3,108,986,398","2,161,449","16,496,792",0
Ch y la Pizza,Fuerza Regida,"511,421,362","37,923","17,851,037","68,003","17,455,943","204,148,897",57,"739,587",1
In Ha Mood,Ice Spice,"190,126,590","39,734","15,519,701","924,557","175,869,184","1,435,693,104","44,538,105","1,093,911",1
ALL MINE,Brent Faiyaz,"315,014,005","61,987","22,567,278","129,260","51,356,427","366,123,920","57,858,388","1,112,722",1
Let Me Know (I Wonder Why Freestyle),Juice WRLD,"503,584,339","126,610","15,066,503","204,105","22,035,785","126,546,185","5,351,849","1,953,038",1
The Night We Met,Lord Huron,"2,097,181,065","286,668","123,211,490","451,668","239,330,349","1,722,597,041","7,770,380","8,832,956",0
Playa Del Inglï¿½,Quevedo,"347,558,532","68,744","34,228,107","99,164","14,984,269","323,188,246","6,739,337","687,719",0
Talk,Yeat,"242,057,987","77,898","8,717,113","46,710","13,919,189","109,453,452","92,497","999,699",1
Now And Then,The Beatles,"66,843,778","23,455","13,808,666","10,600","7,478,172","151,511,760","1,532,321,384","808,129",0
Kya Loge Tum,B Praak,"89,701,636","2,561","1,939,449","22,300","649,330","15,339,768","85,756,632","104,287",0
Nonstop,Drake,"1,118,459,427","175,188","51,548,109","1,703,073","223,929,731","2,167,216,619","2,107,447","4,021,390",1
LOVE DIVE,IVE,"397,988,770","28,165","11,131,897","204,227","219,351,151","1,878,718,115","189,613,465","468,601",0
Go Stupid,Polo G,"416,388,749","112,485","21,170,575","248,954","151,447,909","940,333,420","7,278,941","1,046,790",1
POPSTAR (feat. Drake),DJ Khaled,"712,664,065","165,234","35,485,186","257,346","28,205,851","247,613,041","279,342,315","3,773,076",1
Lovesick Girls,BLACKPINK,"561,712,007","40,766","14,363,550","578,093","95,381,031","694,367,550","179,751,718","977,988",0
Una Vida Pasada,Camilo,"50,955,386","2,952","47,126,163","11,400","3,726,119","40,019,764","30,907,986","217,303",0
ASI ES LA VIDA,Enrique Iglesias,"123,776,123","11,830","22,722,898","135,600","3,931,596","80,775,271","258,781,688","985,508",0
Corazï¿½,Maluma,"598,040,653","52,952","15,758,764","37,943","11,651,047","44,176,203","334,146,897","3,689,896",0
Fantasias,Rauw Alejandro,"663,578,551","76,919","24,789,585","264,337","14,860,378","121,300,058","48,140,480","1,795,507",0
El Jefe,Shakira,"122,882,453","11,838","10,617,531",1,"8,480","72,400","11,351,590","481,428",1
Am,Nio Garcia,"361,357,607","70,546","11,143,810","1,100,094","123,820,134","1,087,148,231","57,766,471","767,913",1
Te Lo Agradezco,Kany Garcï¿½,"169,162,533","9,016","8,885,567","30,483","1,140,777","22,480,064","749,855,362","623,417",0
PLEBADA,El Alfa,"148,677,837","17,100","7,456,228","1,567","35,439","724,569","12,152,639","405,352",0
